"Subject","type","bin","mean"
98,"rand_ns",6,1426.77777777778
98,"rand_switch",1,804.5
98,"rand_switch",2,981.1
98,"rand_switch",3,1089
98,"rand_switch",4,1164.55555555556
98,"rand_switch",5,1307.44444444444
98,"rand_switch",6,1611.55555555556
99,"alt_ns",1,800.5
99,"alt_ns",2,1004.9
99,"alt_ns",3,1151.7
99,"alt_ns",4,1324.3
99,"alt_ns",5,1575.2
99,"alt_ns",6,2499.44444444444
99,"alt_switch",1,1205
99,"alt_switch",2,1449.2
99,"alt_switch",3,1561.4
99,"alt_switch",4,1745.5
99,"alt_switch",5,2014.33333333333
99,"alt_switch",6,2689.55555555556
99,"pure",1,555.1875
99,"pure",2,627.41935483871
99,"pure",3,672.290322580645
99,"pure",4,737.838709677419
99,"pure",5,912.290322580645
99,"pure",6,1734.29032258065
99,"rand_ns",1,1000.1
99,"rand_ns",2,1111.6
99,"rand_ns",3,1227.66666666667
99,"rand_ns",4,1349.77777777778
99,"rand_ns",5,1478.11111111111
99,"rand_ns",6,2063.11111111111
99,"rand_switch",1,1227.3
99,"rand_switch",2,1373.7
99,"rand_switch",3,1542.66666666667
99,"rand_switch",4,1727.88888888889
99,"rand_switch",5,2147.44444444444
99,"rand_switch",6,3010.22222222222
100,"alt_ns",1,656.6
100,"alt_ns",2,761.5
100,"alt_ns",3,816.1
100,"alt_ns",4,944.9
100,"alt_ns",5,1200.22222222222
100,"alt_ns",6,1745.77777777778
100,"alt_switch",1,759.333333333333
100,"alt_switch",2,856.222222222222
100,"alt_switch",3,988
100,"alt_switch",4,1096.66666666667
100,"alt_switch",5,1318.44444444444
100,"alt_switch",6,1627.55555555556
100,"pure",1,421.375
100,"pure",2,461.375
100,"pure",3,489.903225806452
100,"pure",4,525.387096774194
100,"pure",5,577.58064516129
100,"pure",6,796.290322580645
100,"rand_ns",1,676
100,"rand_ns",2,765.5
100,"rand_ns",3,829.3
100,"rand_ns",4,961.2
100,"rand_ns",5,1105.11111111111
100,"rand_ns",6,1481.11111111111
100,"rand_switch",1,854.8
100,"rand_switch",2,1016.5
100,"rand_switch",3,1116.33333333333
100,"rand_switch",4,1306.22222222222
100,"rand_switch",5,1534
100,"rand_switch",6,1849.44444444444
101,"alt_ns",1,738.2
101,"alt_ns",2,853.2
101,"alt_ns",3,960.777777777778
101,"alt_ns",4,1093.44444444444
101,"alt_ns",5,1412.22222222222
101,"alt_ns",6,2060.44444444444
101,"alt_switch",1,828.666666666667
101,"alt_switch",2,990.444444444444
101,"alt_switch",3,1110.22222222222
101,"alt_switch",4,1221.11111111111
101,"alt_switch",5,1503.11111111111
101,"alt_switch",6,2047.44444444444
101,"pure",1,456.258064516129
101,"pure",2,541.516129032258
101,"pure",3,598.903225806452
101,"pure",4,671.967741935484
101,"pure",5,850.645161290323
101,"pure",6,1679.25806451613
101,"rand_ns",1,786.111111111111
101,"rand_ns",2,888.888888888889
101,"rand_ns",3,1009
101,"rand_ns",4,1188
101,"rand_ns",5,1452.22222222222
101,"rand_ns",6,1883.44444444444
101,"rand_switch",1,778.7
101,"rand_switch",2,974.5
101,"rand_switch",3,1058.2
101,"rand_switch",4,1278.8
101,"rand_switch",5,1465
101,"rand_switch",6,1864.55555555556
102,"alt_ns",1,767.666666666667
102,"alt_ns",2,961.777777777778
102,"alt_ns",3,1225.11111111111
102,"alt_ns",4,1418.33333333333
102,"alt_ns",5,1865.88888888889
102,"alt_ns",6,2574.75
102,"alt_switch",1,708.444444444444
102,"alt_switch",2,881
102,"alt_switch",3,986.875
102,"alt_switch",4,1211.375
102,"alt_switch",5,1496.375
102,"alt_switch",6,2547.125
102,"pure",1,369.90625
102,"pure",2,445.838709677419
102,"pure",3,504.193548387097
102,"pure",4,562.161290322581
102,"pure",5,652.354838709677
102,"pure",6,992.193548387097
102,"rand_ns",1,756.555555555556
102,"rand_ns",2,922.333333333333
102,"rand_ns",3,1074.22222222222
102,"rand_ns",4,1271.125
102,"rand_ns",5,1621.625
102,"rand_ns",6,2685.25
102,"rand_switch",1,745.555555555556
102,"rand_switch",2,996
102,"rand_switch",3,1129.33333333333
102,"rand_switch",4,1335.55555555556
102,"rand_switch",5,1562
102,"rand_switch",6,2057.11111111111
