Subject,bin,type,mean
93,2,alt_local,31.6
93,3,alt_local,59.86666667
93,4,alt_local,57.12222222
93,5,alt_local,59.22222222
93,6,alt_local,-36.66666667
93,1,rand_global,176.2013889
93,2,rand_global,229.6944444
93,3,rand_global,372.9032258
93,4,rand_global,476.5483871
93,5,rand_global,645.2365591
93,6,rand_global,803.5591398
93,1,alt_global,248.9125
93,2,alt_global,280.15
93,3,alt_global,342.7032258
93,4,alt_global,427.6483871
93,5,alt_global,569.5698925
93,6,alt_global,802.3369176
94,1,rand_local,136.7636364
94,2,rand_local,152
94,3,rand_local,126.1
94,4,rand_local,110.1333333
94,5,rand_local,34.81111111
94,6,rand_local,-263.9
94,1,alt_local,172.3
94,2,alt_local,100.4
94,3,alt_local,-79.1
94,4,alt_local,-242.9
94,5,alt_local,-354.7777778
94,6,alt_local,-555.3333333
94,1,rand_global,310.3096774
94,2,rand_global,337.0935484
94,3,rand_global,386.6354839
94,4,rand_global,434.0860215
94,5,rand_global,586.7275986
94,6,rand_global,629.1
94,1,alt_global,259.9096774
94,2,alt_global,332.4935484
94,3,alt_global,500.0354839
94,4,alt_global,643.3193548
94,5,alt_global,773.9498208
94,6,alt_global,880.8777778
95,1,rand_local,125.3333333
95,2,rand_local,143.8888889
95,3,rand_local,239.2222222
95,4,rand_local,340.7777778
95,5,rand_local,166.1805556
95,6,rand_local,107.625
95,1,alt_local,53.36111111
95,2,alt_local,114.5
95,3,alt_local,119.9166667
95,4,alt_local,235.2777778
95,5,alt_local,150.2222222
95,6,alt_local,30.15873016
95,1,rand_global,258.2111111
95,2,rand_global,283.3444444
95,3,rand_global,289.8666667
95,4,rand_global,333.6333333
95,5,rand_global,849.7198276
95,6,rand_global,1383.387931
95,1,alt_global,375.6555556
95,2,alt_global,437.9
95,3,alt_global,495.8666667
95,4,alt_global,686.1888889
95,5,alt_global,1022.122605
95,6,alt_global,1525.693487
97,1,rand_local,218.8
97,2,rand_local,188.3
97,3,rand_local,24.6
97,4,rand_local,-14.9
97,5,rand_local,-53.56666667
97,6,rand_local,133.8888889
97,1,alt_local,45.7
97,2,alt_local,53.48888889
97,3,alt_local,-24.57777778
97,4,alt_local,-55.08888889
97,5,alt_local,-126.6777778
97,6,alt_local,-212
97,1,rand_global,362.0451613
97,2,rand_global,467.6096774
97,3,rand_global,683.4612903
97,4,rand_global,793.916129
97,5,rand_global,950.827957
97,6,rand_global,1101.405018
97,1,alt_global,419.7451613
97,2,alt_global,508.1096774
97,3,alt_global,642.9612903
97,4,alt_global,776.716129
97,5,alt_global,974.0612903
97,6,alt_global,1294.849462
98,1,rand_local,109.3
98,2,rand_local,207
98,3,rand_local,233.7777778
98,4,rand_local,231.8888889
98,5,rand_local,245.8888889
98,6,rand_local,184.7777778
98,1,alt_local,52.17777778
98,2,alt_local,79.44444444
98,3,alt_local,90.55555556
98,4,alt_local,142.3333333
98,5,alt_local,126.7777778
98,6,alt_local,69
98,1,rand_global,191.54375
98,2,rand_global,220.3258065
98,3,rand_global,276.5125448
98,4,rand_global,312.9892473
98,5,rand_global,389.1362007
98,6,rand_global,572.0681004
98,1,alt_global,204.94375
98,2,alt_global,207.2258065
98,3,alt_global,250.1792115
98,4,alt_global,282.9892473
98,5,alt_global,332.1362007
98,6,alt_global,478.5125448
99,1,rand_local,227.2
99,2,rand_local,262.1
99,3,rand_local,315
99,4,rand_local,378.1111111
99,5,rand_local,669.3333333
99,6,rand_local,947.1111111
99,1,alt_local,404.5
99,2,alt_local,444.3
99,3,alt_local,409.7
99,4,alt_local,421.2
99,5,alt_local,439.1333333
99,6,alt_local,190.1111111
99,1,rand_global,444.9125
99,2,rand_global,484.1806452
99,3,rand_global,555.3763441
99,4,rand_global,611.9390681
99,5,rand_global,565.8207885
99,6,rand_global,328.8207885
99,1,alt_global,245.3125
99,2,alt_global,377.4806452
99,3,alt_global,479.4096774
99,4,alt_global,586.4612903
99,5,alt_global,662.9096774
99,6,alt_global,765.1541219
100,1,rand_local,178.8
100,2,rand_local,251
100,3,rand_local,287.0333333
100,4,rand_local,345.0222222
100,5,rand_local,428.8888889
100,6,rand_local,368.3333333
100,1,alt_local,102.7333333
100,2,alt_local,94.72222222
100,3,alt_local,171.9
100,4,alt_local,151.7666667
100,5,alt_local,118.2222222
100,6,alt_local,-118.2222222
100,1,rand_global,254.625
100,2,rand_global,304.125
100,3,rand_global,339.3967742
100,4,rand_global,435.8129032
100,5,rand_global,527.5304659
100,6,rand_global,684.8207885
100,1,alt_global,235.225
100,2,alt_global,300.125
100,3,alt_global,326.1967742
100,4,alt_global,419.5129032
100,5,alt_global,622.6415771
100,6,alt_global,949.4874552
101,1,rand_local,-7.411111111
101,2,rand_local,85.61111111
101,3,rand_local,49.2
101,4,rand_local,90.8
101,5,rand_local,12.77777778
101,6,rand_local,-18.88888889
101,1,alt_local,90.46666667
101,2,alt_local,137.2444444
101,3,alt_local,149.4444444
101,4,alt_local,127.6666667
101,5,alt_local,90.88888889
101,6,alt_local,-13
101,1,rand_global,329.8530466
101,2,rand_global,347.3727599
101,3,rand_global,410.0967742
101,4,rand_global,516.0322581
101,5,rand_global,601.5770609
101,6,rand_global,204.1863799
101,1,alt_global,281.9419355
101,2,alt_global,311.683871
101,3,alt_global,361.874552
101,4,alt_global,421.4767025
101,5,alt_global,561.5770609
101,6,alt_global,381.1863799
102,1,rand_local,-11
102,2,rand_local,73.66666667
102,3,rand_local,55.11111111
102,4,rand_local,64.43055556
102,5,rand_local,-59.625
102,6,rand_local,-628.1388889
102,1,alt_local,-59.22222222
102,2,alt_local,-80.77777778
102,3,alt_local,-238.2361111
102,4,alt_local,-206.9583333
102,5,alt_local,-369.5138889
102,6,alt_local,-27.625
102,1,rand_global,386.6493056
102,2,rand_global,476.4946237
102,3,rand_global,570.0286738
102,4,rand_global,708.9637097
102,5,rand_global,969.2701613
102,6,rand_global,1693.056452
102,1,alt_global,397.7604167
102,2,alt_global,515.9390681
102,3,alt_global,720.9175627
102,4,alt_global,856.172043
102,5,alt_global,1213.53405
102,6,alt_global,1582.556452
